id,species,source,flag,severity,detail,text
408,Suzuki,Anglers / 早起きは苦になりません,duplicate_same_fact,P0,"Même species/source/text que IDs [392, 408, 475]; garder une occurrence canonique.","Le 5 octobre 2025 à 06 h 44, un Hirasuzuki de 45 cm est pris dans la région de Shima sur Megabass KAGELOU 100F après constat d'un bon sarashi. La date est juste avant novembre mais le pattern local est clair: façade exposée + écume + minnow shallow autour de l'aube."
475,Suzuki,Anglers / 早起きは苦になりません,duplicate_same_fact,P0,"Même species/source/text que IDs [392, 408, 475]; garder une occurrence canonique.","Le 5 octobre 2025 à 06 h 44, un Hirasuzuki de 45 cm est pris dans la région de Shima sur Megabass KAGELOU 100F après constat d'un bon sarashi. La date est juste avant novembre mais le pattern local est clair: façade exposée + écume + minnow shallow autour de l'aube."
409,Hamachi,Anglers / Maria Boar SS170,duplicate_same_fact,P0,"Même species/source/text que IDs [393, 409, 476]; garder une occurrence canonique.",Le catalogue de captures du Maria Boar SS170 recense dans la région de Shima un Sawara de 92 cm le 27 novembre 2025 et un autre de 81 cm le 29 novembre. Le caractère strictement shore n'est pas confirmé; cela sert seulement de signal régional de gros prédateurs tardifs.
476,Hamachi,Anglers / Maria Boar SS170,duplicate_same_fact,P0,"Même species/source/text que IDs [393, 409, 476]; garder une occurrence canonique.",Le catalogue de captures du Maria Boar SS170 recense dans la région de Shima un Sawara de 92 cm le 27 novembre 2025 et un autre de 81 cm le 29 novembre. Le caractère strictement shore n'est pas confirmé; cela sert seulement de signal régional de gros prédateurs tardifs.
410,Hirame,Fishing Vision / SALT X 38 / 堀田光哉,duplicate_same_fact,P0,"Même species/source/text que IDs [394, 410, 477]; garder une occurrence canonique.",SALT X 38 est entièrement consacré au Hirame de surf autour de Shima en hiver avec Mitsuya Hotta. Cela confirme que les surfs de Shima constituent un vrai terrain de grands flatfish et non une option théorique.
477,Hirame,Fishing Vision / SALT X 38 / 堀田光哉,duplicate_same_fact,P0,"Même species/source/text que IDs [394, 410, 477]; garder une occurrence canonique.",SALT X 38 est entièrement consacré au Hirame de surf autour de Shima en hiver avec Mitsuya Hotta. Cela confirme que les surfs de Shima constituent un vrai terrain de grands flatfish et non une option théorique.
411,Hirame,Fishing Vision / SALT X 38 / tackle list,duplicate_same_fact,P0,"Même species/source/text que IDs [395, 411, 478]; garder une occurrence canonique.","Pour le surf de Shima, la liste de Hotta comprend Hirame Minnow SR 110S et 130S, Spin Beam 32 g, Spin Beam High Appeal 32 g, Beam Blade High Appeal 21 g et Sankata Toshiki 30 g. Fonctionnellement, cela valide minnow sinking, dense longue distance et blade/hybrid comme rôles complémentaires."
478,Hirame,Fishing Vision / SALT X 38 / tackle list,duplicate_same_fact,P0,"Même species/source/text que IDs [395, 411, 478]; garder une occurrence canonique.","Pour le surf de Shima, la liste de Hotta comprend Hirame Minnow SR 110S et 130S, Spin Beam 32 g, Spin Beam High Appeal 32 g, Beam Blade High Appeal 21 g et Sankata Toshiki 30 g. Fonctionnellement, cela valide minnow sinking, dense longue distance et blade/hybrid comme rôles complémentaires."
412,Hirame,Anglers / 鮃ハンターハンター,duplicate_same_fact,P0,"Même species/source/text que IDs [396, 412, 479]; garder une occurrence canonique.",Un hirame de 75 cm a été pris le 25 février 2025 à 17 h 25 sur un surf du secteur Wagu. L'auteur précise qu'il vise un surf de Shima autour de Wagu où la température d'eau est stable. La date est hivernale mais confirme le potentiel grand hirame de cette façade.
479,Hirame,Anglers / 鮃ハンターハンター,duplicate_same_fact,P0,"Même species/source/text que IDs [396, 412, 479]; garder une occurrence canonique.",Un hirame de 75 cm a été pris le 25 février 2025 à 17 h 25 sur un surf du secteur Wagu. L'auteur précise qu'il vise un surf de Shima autour de Wagu où la température d'eau est stable. La date est hivernale mais confirme le potentiel grand hirame de cette façade.
413,Hamachi,Decision rule / bluefish opportunistic,duplicate_same_fact,P0,"Même species/source/text que IDs [397, 413]; garder une occurrence canonique.","Les preuves directes de novembre montrent que le bluefish est très dépendant du bait: Ago Bay produit un warasa le 29 novembre, Minami-Ise deux hamachi le 13 novembre sur bait poursuivi, et Shukutaso un warasa le 29 novembre. Le bluefish doit être traité comme une opportunité à haute valeur et non comme une pêche statique prolongée sans signes."
414,Hamachi,Decision rule / microbait vs casting weight,duplicate_same_fact,P0,"Même species/source/text que IDs [398, 414]; garder une occurrence canonique.",Réduire la taille apparente de la proie ne signifie pas forcément perdre toute la distance. Un jig compact de 20 g argenté a pris les hamachi de Minami-Ise et des blade jigs Maki Maki ont pris les warasa fin novembre. Il faut donc au moins une petite silhouette dense et une solution blade.
415,Suzuki,Decision rule / Suzuki split,duplicate_same_fact,P0,"Même species/source/text que IDs [399, 415]; garder une occurrence canonique.","La meilleure preuve locale de novembre concerne le Hirasuzuki plutôt que le Marusuzuki: 76 cm à 05 h 34 le 17 novembre sur un surf de Shima, plus un pattern récent en octobre sur sarashi. Il faut séparer deux scénarios: Hirasuzuki sur façade exposée à l'aube; Marusuzuki en baie/estuaire seulement si courant et bait le justifient."
416,Hirame,Decision rule / Hirame conditional,duplicate_same_fact,P0,"Même species/source/text que IDs [400, 416]; garder une occurrence canonique.","Le Hirame est une cible crédible mais moins documentée directement en novembre que l'Aori et le bluefish. Les preuves professionnelles confirment Shima comme terrain de surf Hirame hivernal et le secteur Wagu a produit un 75 cm. Sur quatre jours, le Hirame doit être joué conditionnellement lorsque la mer et le surf sont lisibles."
417,Kurodai,Decision rule / Kurodai backup,duplicate_same_fact,P0,"Même species/source/text que IDs [401, 417]; garder une occurrence canonique.","Les données de novembre autour d'Anori montrent que le chinu est bien résident, mais la meilleure preuve retrouvée vient de radeaux/centres de pêche plutôt que du leurre depuis le bord. Il doit rester une cible de secours autour des structures abritées sans recevoir une grosse boîte dédiée."
418,Hamachi,Decision rule / bluefish time budget,duplicate_same_fact,P0,"Même species/source/text que IDs [402, 418]; garder une occurrence canonique.","Avec quatre jours seulement, plusieurs heures de jigging sans bait ni activité visible ont un mauvais coût d'opportunité. Utiliser environ 30 à 45 minutes de prospection structurée: surface, mi-eau, fond, puis basculer vers Aori/Hirame/Suzuki si rien ne confirme les pélagiques."
463,Aori-Ika,Anglers / 松阪太郎,duplicate_same_fact,P0,"Même species/source/text que IDs [419, 463]; garder une occurrence canonique.","Un Aori Ika a été enregistré dans Ago Bay le 1er novembre 2025 à 21 h 38. Conditions publiées: 17 °C, vent NW 7,5 m/s, marée moyenne, âge lunaire 10,6. Cela confirme que l'Aori reste une cible réelle en baie intérieure dès le début novembre."
464,Aori-Ika,Anglers / ブルカレの使い手,duplicate_same_fact,P0,"Même species/source/text que IDs [420, 464]; garder une occurrence canonique.",Un Aori Ika de 17 cm est recensé à Hamajima Port le 2 novembre 2025. C'est une preuve directe que Hamajima reste exploitable pour l'eging en novembre et constitue un plan protégé intéressant.
465,Aori-Ika,Anglers / 餃子チャオズ,duplicate_same_fact,P0,"Même species/source/text que IDs [421, 465]; garder une occurrence canonique.","À Katada Port le 8 novembre 2025 à 10 h 05, un Aori Ika a été pris sur DUEL Easy-Q Cast Kushiwase 2.5, coloris glow marble orange. Conditions: 15 °C, vent nord 7,2 m/s, marée moyenne, hauteur 145 cm."
466,Aori-Ika,Anglers / 餃子チャオズ,duplicate_same_fact,P0,"Même species/source/text que IDs [422, 466]; garder une occurrence canonique.","Dans la même sortie du 8 novembre 2025, avant le déplacement vers Katada, un Aori a été pris à 7 h 33 dans le secteur Matoya Bay avec un PataPata 3.0 coloris Nigori Lime. La séquence montre une rotation réelle 3.0 tôt le matin puis 2.5 plus tard."
467,Aori-Ika,Anglers / ぐでたま58410048,duplicate_same_fact,P0,"Même species/source/text que IDs [423, 467]; garder une occurrence canonique.","Un Aori Ika a été enregistré dans Ago Bay le 21 novembre 2025 à 10 h 25. Conditions: 15 °C, vent ouest 3,9 m/s, grande marée, hauteur 112,1 cm. La baie intérieure reste donc productive bien après la mi-novembre et en pleine matinée."
468,Aori-Ika,Anglers / チーターマン,duplicate_same_fact,P0,"Même species/source/text que IDs [424, 468]; garder une occurrence canonique.","Le profil de capture recense un Aori Ika à Wagu Port le 15 novembre 2025. Les détails du leurre ne sont pas exposés, mais l'observation renforce la continuité de l'eging de novembre sur la façade sud-ouest de Shima."
469,Aori-Ika,Anglers / アーツ,duplicate_same_fact,P0,"Même species/source/text que IDs [425, 469]; garder une occurrence canonique.","Le 22 novembre 2025, quatre Aori Ika ont été enregistrés sur une même journée dans la zone Kumano-nada, à 09 h 35, 11 h 07, 15 h 46 et 16 h 11. Cela confirme une activité encore étalée sur la journée en seconde moitié de novembre sur la côte extérieure du sud de Mie."
397,Hamachi,Decision rule / bluefish opportunistic,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Les preuves directes de novembre montrent que le bluefish est très dépendant du bait: Ago Bay produit un warasa le 29 novembre, Minami-Ise deux hamachi le 13 novembre sur bait poursuivi, et Shukutaso un warasa le 29 novembre. Le bluefish doit être traité comme une opportunité à haute valeur et non comme une pêche statique prolongée sans signes."
398,Hamachi,Decision rule / microbait vs casting weight,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,Réduire la taille apparente de la proie ne signifie pas forcément perdre toute la distance. Un jig compact de 20 g argenté a pris les hamachi de Minami-Ise et des blade jigs Maki Maki ont pris les warasa fin novembre. Il faut donc au moins une petite silhouette dense et une solution blade.
399,Suzuki,Decision rule / Suzuki split,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"La meilleure preuve locale de novembre concerne le Hirasuzuki plutôt que le Marusuzuki: 76 cm à 05 h 34 le 17 novembre sur un surf de Shima, plus un pattern récent en octobre sur sarashi. Il faut séparer deux scénarios: Hirasuzuki sur façade exposée à l'aube; Marusuzuki en baie/estuaire seulement si courant et bait le justifient."
400,Hirame,Decision rule / Hirame conditional,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Le Hirame est une cible crédible mais moins documentée directement en novembre que l'Aori et le bluefish. Les preuves professionnelles confirment Shima comme terrain de surf Hirame hivernal et le secteur Wagu a produit un 75 cm. Sur quatre jours, le Hirame doit être joué conditionnellement lorsque la mer et le surf sont lisibles."
401,Kurodai,Decision rule / Kurodai backup,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Les données de novembre autour d'Anori montrent que le chinu est bien résident, mais la meilleure preuve retrouvée vient de radeaux/centres de pêche plutôt que du leurre depuis le bord. Il doit rester une cible de secours autour des structures abritées sans recevoir une grosse boîte dédiée."
402,Hamachi,Decision rule / bluefish time budget,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Avec quatre jours seulement, plusieurs heures de jigging sans bait ni activité visible ont un mauvais coût d'opportunité. Utiliser environ 30 à 45 minutes de prospection structurée: surface, mi-eau, fond, puis basculer vers Aori/Hirame/Suzuki si rien ne confirme les pélagiques."
413,Hamachi,Decision rule / bluefish opportunistic,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Les preuves directes de novembre montrent que le bluefish est très dépendant du bait: Ago Bay produit un warasa le 29 novembre, Minami-Ise deux hamachi le 13 novembre sur bait poursuivi, et Shukutaso un warasa le 29 novembre. Le bluefish doit être traité comme une opportunité à haute valeur et non comme une pêche statique prolongée sans signes."
414,Hamachi,Decision rule / microbait vs casting weight,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,Réduire la taille apparente de la proie ne signifie pas forcément perdre toute la distance. Un jig compact de 20 g argenté a pris les hamachi de Minami-Ise et des blade jigs Maki Maki ont pris les warasa fin novembre. Il faut donc au moins une petite silhouette dense et une solution blade.
415,Suzuki,Decision rule / Suzuki split,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"La meilleure preuve locale de novembre concerne le Hirasuzuki plutôt que le Marusuzuki: 76 cm à 05 h 34 le 17 novembre sur un surf de Shima, plus un pattern récent en octobre sur sarashi. Il faut séparer deux scénarios: Hirasuzuki sur façade exposée à l'aube; Marusuzuki en baie/estuaire seulement si courant et bait le justifient."
416,Hirame,Decision rule / Hirame conditional,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Le Hirame est une cible crédible mais moins documentée directement en novembre que l'Aori et le bluefish. Les preuves professionnelles confirment Shima comme terrain de surf Hirame hivernal et le secteur Wagu a produit un 75 cm. Sur quatre jours, le Hirame doit être joué conditionnellement lorsque la mer et le surf sont lisibles."
417,Kurodai,Decision rule / Kurodai backup,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Les données de novembre autour d'Anori montrent que le chinu est bien résident, mais la meilleure preuve retrouvée vient de radeaux/centres de pêche plutôt que du leurre depuis le bord. Il doit rester une cible de secours autour des structures abritées sans recevoir une grosse boîte dédiée."
418,Hamachi,Decision rule / bluefish time budget,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Avec quatre jours seulement, plusieurs heures de jigging sans bait ni activité visible ont un mauvais coût d'opportunité. Utiliser environ 30 à 45 minutes de prospection structurée: surface, mi-eau, fond, puis basculer vers Aori/Hirame/Suzuki si rien ne confirme les pélagiques."
426,Aori-Ika,Decision rule / Aori November baseline,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,"Les captures directes couvrent début, milieu et troisième semaine de novembre à Ago Bay, Hamajima, Katada et Wagu. L'Aori est la cible la plus stable pour structurer les quatre jours et peut remplir les créneaux sans activité de bluefish."
427,Aori-Ika,Decision rule / Aori daylight,derived_rule_in_observations,P0,Règle/synthèse dérivée stockée comme observation directe; déplacer vers inference/trip_intel.,Les captures de Katada à 10 h 05 et d'Ago Bay à 10 h 25 montrent que l'eging de novembre ne doit pas être limité à l'aube ou au crépuscule. Une fenêtre de pleine matinée mérite d'être testée si l'accès est autorisé et que les conditions restent exploitables.
65,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Pour la pêche du hirasuzuki dans la houle et le vent, le Flapen Wing est conçu pour conserver une action exploitable tout en permettant d'atteindre à distance une écume (サラシ) ou la périphérie d'un rocher immergé."
69,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"D'octobre à décembre, les hirasuzuki sont décrits comme étant en très bonne condition : ils s'alimentent avant la reproduction de janvier-février et les gros poissons sont davantage recherchables, même si les prises peuvent être moins nombreuses qu'au printemps."
70,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"L'aube est recommandée pour le hirasuzuki, la montée de l'activité du plancton puis des petits poissons étant associée à une hausse d'activité des prédateurs."
71,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"En journée, les hirasuzuki sont décrits comme plus méfiants et peuvent rester discrètement près des rochers ; il devient alors important de faire passer le leurre précisément sur la trajectoire recherchée."
72,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Pour le hirasuzuki, la catégorie de coefficient de marée est jugée moins importante que la présence d'un courant réellement actif."
73,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Pour un pêcheur qui connaît encore mal les secteurs, le début de la marée descendante après la pleine mer est recommandé : le poisson-fourrage proche du bord commence à repartir et l'activité des hirasuzuki tend à augmenter."
74,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Une profondeur d'environ 3 m est proposée comme repère pour rechercher un secteur de hirasuzuki, car elle laisse un volume d'eau suffisant pour la tenue des poissons et la formation d'écume (サラシ)."
76,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,Les zones où l'écume est plus dense peuvent signaler une structure immergée ; les hirasuzuki utilisent ces rochers comme cache et le poisson-fourrage a également tendance à y être repoussé.
77,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Dans un courant de retour (離岸流) qui évacue l'eau du bord vers le large, les petites proies peu nageuses sont entraînées au large et les hirasuzuki peuvent se poster sur cette trajectoire pour les attendre."
78,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,Parmi les proies citées pour le hirasuzuki figurent les crustacés et de petits poissons comme l'anchois japonais (カタクチイワシ) et le kibinago.
79,Suzuki,Maria,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Pour la pêche du hirasuzuki depuis les rochers, le matériel présenté utilise une tresse PE 1,5 à 2,5 et un bas de ligne de 30 à 50 lb ; le nylon est recommandé pour sa souplesse et sa moindre tendance aux problèmes lors des lancers par vent fort."
391,Suzuki,Anglers / 東雲坊,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,Un pêcheur qui indique pêcher principalement le surf de Shima avant le lever du soleil a enregistré un Hirasuzuki de 76 cm le 17 novembre 2025 à 05 h 34. C'est une preuve directe forte d'une fenêtre Hirasuzuki à l'aube en novembre.
392,Suzuki,Anglers / 早起きは苦になりません,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Le 5 octobre 2025 à 06 h 44, un Hirasuzuki de 45 cm est pris dans la région de Shima sur Megabass KAGELOU 100F après constat d'un bon sarashi. La date est juste avant novembre mais le pattern local est clair: façade exposée + écume + minnow shallow autour de l'aube."
393,Hamachi,Anglers / Maria Boar SS170,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,Le catalogue de captures du Maria Boar SS170 recense dans la région de Shima un Sawara de 92 cm le 27 novembre 2025 et un autre de 81 cm le 29 novembre. Le caractère strictement shore n'est pas confirmé; cela sert seulement de signal régional de gros prédateurs tardifs.
399,Suzuki,Decision rule / Suzuki split,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"La meilleure preuve locale de novembre concerne le Hirasuzuki plutôt que le Marusuzuki: 76 cm à 05 h 34 le 17 novembre sur un surf de Shima, plus un pattern récent en octobre sur sarashi. Il faut séparer deux scénarios: Hirasuzuki sur façade exposée à l'aube; Marusuzuki en baie/estuaire seulement si courant et bait le justifient."
407,Suzuki,Anglers / 東雲坊,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,Un pêcheur qui indique pêcher principalement le surf de Shima avant le lever du soleil a enregistré un Hirasuzuki de 76 cm le 17 novembre 2025 à 05 h 34. C'est une preuve directe forte d'une fenêtre Hirasuzuki à l'aube en novembre.
408,Suzuki,Anglers / 早起きは苦になりません,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"Le 5 octobre 2025 à 06 h 44, un Hirasuzuki de 45 cm est pris dans la région de Shima sur Megabass KAGELOU 100F après constat d'un bon sarashi. La date est juste avant novembre mais le pattern local est clair: façade exposée + écume + minnow shallow autour de l'aube."
409,Hamachi,Anglers / Maria Boar SS170,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,Le catalogue de captures du Maria Boar SS170 recense dans la région de Shima un Sawara de 92 cm le 27 novembre 2025 et un autre de 81 cm le 29 novembre. Le caractère strictement shore n'est pas confirmé; cela sert seulement de signal régional de gros prédateurs tardifs.
415,Suzuki,Decision rule / Suzuki split,subtype_hirasuzuki,P0,Hirasuzuki (Lateolabrax latus) mélangé au bucket Suzuki/Marusuzuki; au minimum stocker subtype.,"La meilleure preuve locale de novembre concerne le Hirasuzuki plutôt que le Marusuzuki: 76 cm à 05 h 34 le 17 novembre sur un surf de Shima, plus un pattern récent en octobre sur sarashi. Il faut séparer deux scénarios: Hirasuzuki sur façade exposée à l'aube; Marusuzuki en baie/estuaire seulement si courant et bait le justifient."
431,Hamachi,Point / 糸島方面,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 15 novembre 2025 dans le secteur d'Itoshima, un Sagoshi de 50 cm est signalé sur blade jig. Le commentaire précise que de nombreuses touches intervenaient pendant la chute."
437,Aori-Ika,Anglers / Shingu Port,species_contamination_cuttlefish,P0,Seiche utilisée comme proxy eging mais stockée sous Aori-Ika.,"À Shingu Port le 15 novembre 2025 à 22:30, une seiche a été prise sur un egi coloris Gunkan Green. Ce n'est pas l'Aori cible, mais cela confirme un plan de secours eging nocturne dans les ports de la façade est."
438,Hamachi,Anglers / Marina Town Seaside Park,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 17 novembre 2025 à 06:42, six Sagoshi d'environ 45 cm sont enregistrés à Marina Town Seaside Park. Le pêcheur voyait des montées/chasses de Tachiuo et Sagoshi et lançait un Jackson G-Control 28 g dans ces manifestations."
439,Hamachi,Anglers / Hakata Bay,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 16 novembre 2025 à 07:20 en baie de Hakata, un Sagoshi d'environ 40 cm est pris sur Waterland Jerk Sonic 90 redhead avec une récupération linéaire."
441,Hamachi,Point / Tsuyazaki Port,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 18 novembre dans les données du Point pour Tsuyazaki Port, des Sagoshi jusqu'à environ 50 cm sont signalés à l'aube sur jig récupéré rapidement. Cette date correspond exactement au dernier jour du séjour 2026."
442,Hamachi,Anglers / Hakata Bay,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 5 novembre 2025 à 13:31 en baie de Hakata, un Sagoshi de 50 cm est pris sur jig de 28 g. Cela montre que l'activité n'est pas limitée à l'aube, même si l'aube reste le créneau le mieux documenté."
443,Hamachi,Anglers / Hakata Bay,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 8 novembre 2025 en baie de Hakata, un Sagoshi de 56 cm est pris sur High Standard 120F pendant le passage de basse mer au montant."
444,Hamachi,Anglers / Hakata Bay,species_contamination_sagoshi_sawara,P0,Observation attribuée à Hamachi mais le fait porte sur Sagoshi/Sawara.,"Le 22 novembre 2025 en baie de Hakata, dans une eau fortement teintée pendant le jusant après pleine mer, un Sagoshi de 45 cm est pris sur vibration BlueBlue Tracey coloris Pink Joker. Le pêcheur indique que la vibration était le choix qui fonctionnait dans cette eau très trouble."
